iter	RMSE
437	0.1571348165
438	0.1570953874
439	0.1570133198
440	0.1569348736
441	0.1568926971
442	0.156858369
443	0.1568216322
444	0.1567534507
445	0.1566961562
446	0.1566709465
447	0.1566098787
448	0.1565401961
449	0.1564974103
450	0.1564293393
451	0.1563955295
452	0.1563777748
453	0.1563468341
454	0.1563166279
455	0.1562570104
456	0.1561728516
457	0.156121701
458	0.1560614657
459	0.1560302171
460	0.1559538222
461	0.1559085487
462	0.155883772
463	0.1558629978
464	0.1558134776
465	0.155787979
466	0.1557158781
467	0.1556595348
468	0.1555695325
469	0.1555496207
470	0.1554922499
471	0.1554265706
472	0.1553773002
473	0.1553613334
474	0.1553059862
475	0.155276274
476	0.155206912
477	0.1551544733
478	0.1550920537
479	0.1550525407
480	0.1550044554
481	0.1549661954
482	0.1549270146
483	0.1548616668
484	0.1548366603
485	0.1547781051
486	0.1547094944
487	0.1546554432
488	0.154601136
489	0.1545518815
490	0.1544987337
491	0.1544626528
492	0.1544247106
493	0.1543806148
494	0.1543227925
495	0.1542933382
496	0.1542493436
497	0.1542147345
498	0.1541503288
499	0.1540913372
500	0.154027549
501	0.1540106293
502	0.1539667888
503	0.153929017
504	0.1538755683
505	0.1538605875
506	0.1538037143
507	0.15374183
508	0.153645209
509	0.153610478
510	0.1535783345
511	0.1535115882
512	0.1534489425
513	0.1534002496
514	0.153374755
515	0.1533479765
516	0.1532931203
517	0.1532717494
518	0.1532194364
519	0.1531588982
520	0.1531389855
521	0.153085813
522	0.1530348193
523	0.1530030095
524	0.1529632643
525	0.1529259157
526	0.1528805181
527	0.1528496967
528	0.1528198678
529	0.1527603352
530	0.1527176738
531	0.1526687789
532	0.1526265372
533	0.1525872456
534	0.1525566581
535	0.1524865008
536	0.1523965588
537	0.1523603987
538	0.1523219279
539	0.1522803287
540	0.1522326178
541	0.1521900274
542	0.1520982787
543	0.1520294056
544	0.1519641704
545	0.1519233858
546	0.1518993193
547	0.1518521262
548	0.1517786197
549	0.1517377772
550	0.1516806507
551	0.1516530259
552	0.1515712776
553	0.1514801233
554	0.1514477857
555	0.1514032332
556	0.1513810256
557	0.1513241473
558	0.1513000391
559	0.1512533605
560	0.1512352513
561	0.1511635105
562	0.1511194646
563	0.1510842368
564	0.1510342746
565	0.1510091767
566	0.150957866
567	0.1509388903
568	0.1509027495
569	0.1508632318
570	0.1508401264
571	0.1507291578
572	0.1506943944
573	0.1506581224
574	0.1505331093
575	0.1504427917
576	0.1503918153
577	0.1502717178
578	0.1502139669
579	0.1501774194
580	0.1501477185
581	0.1501096592
582	0.1500754861
583	0.1500053277
584	0.1499317464
585	0.1498882931
586	0.1498690883
587	0.1498413446
588	0.1498200722
589	0.1497469562
590	0.1497051539
591	0.1496876453
592	0.1496532001
593	0.1496256652
594	0.1496118349
595	0.1495278771
596	0.1494654225
597	0.1494138825
598	0.1493934487
599	0.1493597519
600	0.149292519
601	0.1492272742
602	0.1491968349
603	0.1491692151
604	0.1491138668
605	0.1490600958
606	0.1490448425
607	0.1490097648
608	0.1489313534
609	0.1488998285
610	0.1488613126
611	0.1488263902
612	0.1487973351
613	0.1487353869
614	0.1487131968
615	0.1486827246
616	0.1486040966
617	0.1485157344
618	0.148474349
619	0.1484356998
620	0.1484207162
621	0.148383891
622	0.1483462427
623	0.1482880628
624	0.1482337829
625	0.1481984992
626	0.1481486562
627	0.1480971112
628	0.1480590392
629	0.1480326931
630	0.1480167239
631	0.1479863776
632	0.1479424682
633	0.1478747922
634	0.1478240447
635	0.1477698913
636	0.1477417024
637	0.1477203595
638	0.1476990665
639	0.1476773774
640	0.1476227951
641	0.1475689643
642	0.1475380394
643	0.1475208958
644	0.147495997
645	0.1474513915
646	0.1474226711
647	0.1473910769
648	0.1473229539
649	0.1473074638
650	0.1472529747
651	0.1472343609
652	0.1471890383
653	0.147133325
654	0.1471188681
655	0.1470773363
656	0.1470416465
657	0.1470278989
658	0.1469697504
659	0.1469496133
660	0.1469094871
661	0.1468841614
662	0.1468445582
663	0.1468231175
664	0.1467815677
665	0.146764375
666	0.146721068
667	0.1466799794
668	0.1466416223
669	0.1466130733
670	0.1465868485
671	0.1465551618
672	0.1465098616
673	0.1464918466
674	0.1464694853
675	0.1463984
676	0.1463652652
677	0.1463270472
678	0.1462934064
679	0.1462566649
680	0.1462228993
681	0.1461650366
682	0.1461098375
683	0.1460931208
684	0.1460588431
685	0.1460447304
686	0.1460319168
687	0.1460084061
688	0.1459952427
689	0.1459748405
690	0.1459342442
691	0.1458869648
692	0.145844054
693	0.1458022809
694	0.1457629344
695	0.1457425329
696	0.1457223743
697	0.1456916441
698	0.1456608527
699	0.1456215071
700	0.145556855
701	0.1455335446
702	0.145480975
703	0.1454470542
704	0.145406157
705	0.1453792803
706	0.1453150196
707	0.1452865109
708	0.1452584744
709	0.1452283961
710	0.1451843488
711	0.1451680542
712	0.1451428515
713	0.1451060396
714	0.1450678415
715	0.1450357767
716	0.1449845064
717	0.1449523398
718	0.1449046615
719	0.1448718692
720	0.1448551399
721	0.144834338
722	0.1448031601
723	0.1447724099
724	0.1447497112
725	0.1447167848
726	0.1446908905
727	0.1446672375
728	0.1446274393
729	0.1445897873
730	0.1445716425
731	0.1445549654
732	0.1445346923
733	0.1444740972
734	0.1444527121
735	0.1444334941
736	0.1444057418
737	0.1443827673
738	0.1443704297
739	0.144342431
740	0.1443030913
741	0.144291636
742	0.1442734743
743	0.1442526454
744	0.1442335082
745	0.1441792412
746	0.144127291
747	0.1440876725
748	0.144020558
749	0.1440087877
750	0.1439590637
751	0.1439417515
752	0.1439199079
753	0.1439037122
754	0.143865935
755	0.1438322876
756	0.1437964735
757	0.1437663155
758	0.1437188131
759	0.1436615952
760	0.1436369056
761	0.1436201973
762	0.1435882879
763	0.1435282266
764	0.1434887254
765	0.1434663904
766	0.143430616
767	0.1433990727
768	0.1433749233
769	0.1433208737
770	0.1432768816
771	0.1432387412
772	0.1432137496
773	0.1431737993
774	0.143150185
775	0.1431283426
776	0.1431056177
777	0.1430717839
778	0.1430254119
779	0.1429968904
780	0.1429678366
781	0.1429342016
782	0.1429191436
783	0.1429020698
784	0.1428725317
785	0.1428405076
786	0.1427931417
787	0.1427404402
788	0.1427337398
789	0.1427028035
790	0.1426790537
791	0.1426425488
792	0.1426200545
793	0.1425556978
794	0.1425158209
795	0.1424372708
796	0.1424048149
797	0.1423607519
798	0.1423469426
799	0.1423058326
800	0.1422939481
801	0.1422570095
802	0.1422232685
803	0.1422057499
804	0.1421804376
805	0.1421479348
806	0.1421288257
807	0.1420979529
808	0.1420758508
809	0.1420212155
810	0.1419942487
811	0.1419282655
812	0.1418946907
813	0.1418768187
814	0.1418292458
815	0.1417795553
816	0.1417606426
817	0.1417214795
818	0.1416770623
819	0.141640938
820	0.1416265506
821	0.1416089124
822	0.1415744335
823	0.1415446675
824	0.1415094083
825	0.1414802776
826	0.1414496804
827	0.1413858689
828	0.1413279537
829	0.1413198053
830	0.1412968658
831	0.1412328601
832	0.1411940376
833	0.141180139
834	0.1411615879
835	0.1411487832
836	0.1411275994
837	0.1410964209
838	0.1410682573
839	0.1410482422
840	0.1410101479
841	0.1409917425
842	0.140966158
843	0.1409256316
844	0.1409085355
845	0.1408645185
846	0.140840434
847	0.140809118
848	0.1407874414
849	0.1407346804
850	0.1407088643
851	0.1406833776
852	0.1406584459
853	0.1405975808
854	0.1405611543
855	0.1405183103
856	0.1404846485
857	0.1404556245
858	0.1404436637
859	0.1404247237
860	0.1403814123
861	0.1403276332
862	0.1402982603
863	0.1402696062
864	0.1402422861
865	0.1402311198
866	0.1402042335
867	0.1401955178
868	0.1401747467
869	0.1401485026
870	0.1401263902
871	0.1400985626
872	0.1400782563
873	0.1400503621
874	0.140024226
875	0.1400006505
876	0.1399624582
877	0.1399246554
878	0.1399141614
879	0.1399030101
880	0.1398618269
881	0.1398446768
882	0.1398184544
883	0.1397895835
884	0.1397626882
885	0.1397156293
886	0.1396899444
887	0.1396454909
888	0.1395970106
889	0.139589257
890	0.1395728095
891	0.13951909
892	0.1394872498
893	0.1394779228
894	0.139444741
895	0.1394206332
896	0.139393057
897	0.1393765871
898	0.1393459559
899	0.1393140927
900	0.1392858598
901	0.1392708833
902	0.1392556502
903	0.1392384646
904	0.1392106736
905	0.1391894362
906	0.1391588618
907	0.1391388565
908	0.1391250239
909	0.1390947797
910	0.1390592464
911	0.139028604
912	0.1390018215
913	0.138972801
914	0.13894751
915	0.1389326528
916	0.1389065636
917	0.1388830881
918	0.1388628539
919	0.1388504059
920	0.1388215766
921	0.1388018277
922	0.1387799485
923	0.1387555244
924	0.1387410618
925	0.1387273279
926	0.1386891653
927	0.1386716304
928	0.1386591214
929	0.1386303912
930	0.1386067677
931	0.1385660826
932	0.1385392526
933	0.1385082228
934	0.1384557936
935	0.1384196719
936	0.1383871013
937	0.1383675543
938	0.1383502427
939	0.1383362178
940	0.1383024237
941	0.1382837162
942	0.1382545658
943	0.1382298371
944	0.1382047979
945	0.138168687
946	0.1381524185
947	0.1381411243
948	0.1381234017
949	0.1380916799
950	0.1380531136
951	0.1380004197
952	0.1379321969
953	0.1378956657
954	0.1378778642
955	0.137848855
956	0.1378305666
957	0.1378116545
958	0.1377719487
959	0.137727541
960	0.1377104898
961	0.1376861726
962	0.137660657
963	0.1376407251
964	0.1376248044
965	0.1376053922
966	0.1375966632
967	0.1375687347
968	0.1375572299
969	0.137541403
970	0.1375087727
971	0.1374849547
972	0.1374575064
973	0.1374278099
974	0.1374169179
975	0.1373894335
976	0.1373777449
977	0.137362464
978	0.1373497614
979	0.13731752
980	0.1373004543
981	0.1372607305
982	0.1372420038
983	0.1372144763
984	0.1371844933
985	0.1371620777
986	0.1371484079
987	0.1371306101
988	0.1371187592
989	0.1371096487
990	0.1370924755
991	0.1370729165
992	0.1370640329
993	0.1370443758
994	0.1370285627
995	0.1370141229
996	0.1369987164
997	0.1369876276
998	0.1369614755
999	0.1369365684
