iter	Passed	Remaining
318	865	1847
319	867	1843
320	870	1841
321	873	1839
322	875	1835
323	877	1831
324	880	1828
325	882	1825
326	885	1821
327	888	1820
328	890	1817
329	893	1813
330	895	1810
331	898	1807
332	901	1804
333	903	1802
334	906	1800
335	909	1797
336	912	1794
337	915	1792
338	918	1790
339	920	1787
340	923	1783
341	925	1781
342	928	1778
343	930	1775
344	933	1771
345	935	1768
346	938	1766
347	941	1764
348	944	1761
349	946	1758
350	949	1755
351	952	1752
352	954	1749
353	957	1747
354	959	1744
355	962	1741
356	965	1738
357	968	1735
358	971	1733
359	973	1731
360	976	1728
361	978	1725
362	981	1721
363	983	1718
364	986	1715
365	988	1713
366	991	1710
367	994	1708
368	996	1704
369	999	1701
370	1002	1699
371	1004	1696
372	1007	1693
373	1009	1690
374	1011	1686
375	1014	1683
376	1016	1680
377	1019	1677
378	1022	1674
379	1024	1671
380	1026	1667
381	1029	1664
382	1031	1661
383	1033	1658
384	1036	1655
385	1038	1652
386	1041	1649
387	1044	1647
388	1046	1644
389	1049	1641
390	1053	1640
391	1056	1637
392	1059	1635
393	1062	1634
394	1064	1630
395	1067	1627
396	1069	1625
397	1072	1621
398	1075	1619
399	1078	1617
400	1081	1614
401	1083	1612
402	1086	1608
403	1088	1605
404	1091	1603
405	1094	1600
406	1096	1597
407	1098	1594
408	1101	1591
409	1103	1588
410	1106	1585
411	1109	1582
412	1111	1580
413	1114	1577
414	1116	1574
415	1119	1571
416	1122	1569
417	1124	1565
418	1127	1563
419	1129	1560
420	1132	1557
421	1134	1554
422	1137	1551
423	1140	1549
424	1143	1546
425	1145	1543
426	1148	1541
427	1152	1539
428	1154	1536
429	1157	1533
430	1159	1530
431	1162	1527
432	1164	1524
433	1167	1522
434	1172	1522
435	1175	1519
436	1177	1517
437	1180	1514
438	1183	1512
439	1186	1509
440	1189	1507
441	1192	1505
442	1194	1502
443	1197	1499
444	1200	1497
445	1203	1494
446	1206	1492
447	1208	1489
448	1211	1486
449	1213	1483
450	1216	1481
451	1219	1478
452	1222	1476
453	1225	1473
454	1228	1471
455	1232	1469
456	1234	1466
457	1237	1464
458	1239	1461
459	1242	1458
460	1245	1455
461	1247	1452
462	1250	1450
463	1253	1447
464	1256	1445
465	1258	1442
466	1260	1439
467	1263	1436
468	1265	1433
469	1268	1430
470	1271	1427
471	1273	1424
472	1275	1421
473	1278	1419
474	1280	1415
475	1283	1412
476	1285	1409
477	1287	1406
478	1289	1402
479	1291	1399
480	1293	1395
481	1295	1392
482	1297	1388
483	1299	1385
484	1302	1382
485	1303	1378
486	1305	1375
487	1307	1371
488	1309	1368
489	1311	1365
490	1313	1361
491	1315	1358
492	1317	1355
493	1319	1351
494	1321	1348
495	1324	1345
496	1326	1342
497	1328	1339
498	1330	1336
499	1332	1332
500	1335	1329
501	1337	1326
502	1339	1323
503	1341	1320
504	1343	1317
505	1346	1314
506	1349	1312
507	1353	1310
508	1356	1308
509	1358	1305
510	1361	1302
511	1364	1300
512	1366	1297
513	1369	1294
514	1371	1291
515	1374	1288
516	1377	1286
517	1379	1283
518	1382	1281
519	1385	1278
520	1388	1276
521	1390	1273
522	1394	1271
523	1397	1269
524	1399	1266
525	1402	1263
526	1405	1261
527	1407	1258
528	1410	1255
529	1412	1252
530	1414	1249
531	1417	1247
532	1420	1244
533	1422	1241
534	1425	1238
535	1427	1236
536	1430	1233
537	1432	1230
538	1435	1227
539	1437	1224
540	1440	1222
541	1443	1219
542	1445	1216
543	1448	1214
544	1450	1211
545	1453	1208
546	1456	1206
547	1459	1203
548	1461	1200
549	1464	1197
550	1466	1195
551	1469	1192
552	1472	1190
553	1475	1187
554	1477	1184
555	1480	1182
556	1482	1179
557	1485	1176
558	1487	1173
559	1490	1171
560	1493	1168
561	1495	1165
562	1498	1162
563	1500	1160
564	1503	1157
565	1505	1154
566	1507	1151
567	1510	1148
568	1513	1146
569	1515	1143
570	1518	1140
571	1520	1138
572	1524	1135
573	1526	1132
574	1528	1130
575	1531	1127
576	1534	1124
577	1536	1121
578	1539	1119
579	1541	1116
580	1544	1113
581	1546	1111
582	1549	1108
583	1552	1106
584	1555	1103
585	1558	1100
586	1560	1098
587	1563	1095
588	1566	1092
589	1568	1089
590	1570	1086
591	1573	1084
592	1576	1081
593	1578	1078
594	1581	1076
595	1583	1073
596	1586	1070
597	1589	1068
598	1592	1066
599	1595	1063
600	1598	1061
601	1600	1058
602	1602	1055
603	1605	1052
604	1608	1050
605	1611	1047
606	1613	1044
607	1616	1042
608	1619	1039
609	1621	1036
610	1625	1034
611	1627	1031
612	1630	1029
613	1632	1026
614	1635	1023
615	1637	1020
616	1639	1017
617	1642	1015
618	1645	1012
619	1647	1009
620	1649	1006
621	1652	1004
622	1655	1001
623	1658	999
624	1661	996
625	1663	994
626	1666	991
627	1668	988
628	1671	985
629	1673	983
630	1676	980
631	1679	977
632	1682	975
633	1684	972
634	1687	969
635	1690	967
636	1693	964
637	1695	962
638	1698	959
639	1700	956
640	1703	953
641	1705	951
642	1708	948
643	1710	945
644	1713	942
645	1715	940
646	1718	937
647	1720	934
648	1723	931
649	1725	929
650	1728	926
651	1730	923
652	1733	921
653	1736	918
654	1738	915
655	1741	913
656	1744	910
657	1746	907
658	1749	905
659	1752	902
660	1754	899
661	1756	897
662	1759	894
663	1763	892
664	1765	889
665	1768	886
666	1770	884
667	1773	881
668	1775	878
669	1778	875
670	1780	872
671	1782	870
672	1785	867
673	1788	864
674	1790	862
675	1793	859
676	1795	856
677	1798	854
678	1801	851
679	1803	848
680	1805	845
681	1808	843
682	1810	840
683	1813	837
684	1816	835
685	1818	832
686	1821	829
687	1824	827
688	1826	824
689	1829	821
690	1831	819
691	1834	816
692	1837	813
693	1839	811
694	1842	808
695	1844	805
696	1847	803
697	1850	800
698	1853	797
699	1855	795
700	1858	792
701	1860	789
702	1863	787
703	1866	784
704	1868	781
705	1871	779
706	1874	776
707	1877	774
708	1880	771
709	1883	769
710	1886	766
711	1888	764
712	1891	761
713	1893	758
714	1896	755
715	1898	752
716	1900	750
717	1903	747
718	1905	744
719	1908	742
720	1911	739
721	1913	736
722	1916	734
723	1918	731
724	1921	728
725	1923	725
726	1926	723
727	1928	720
728	1931	718
729	1934	715
730	1936	712
731	1939	710
732	1942	707
733	1944	704
734	1947	702
735	1950	699
736	1952	696
737	1955	694
738	1957	691
739	1960	688
740	1963	686
741	1965	683
742	1968	680
743	1970	678
744	1973	675
745	1975	672
746	1978	670
747	1980	667
748	1983	664
749	1986	662
750	1988	659
751	1990	656
752	1993	653
753	1996	651
754	1998	648
755	2001	646
756	2004	643
757	2006	640
758	2009	638
759	2012	635
760	2014	632
761	2017	630
762	2019	627
763	2022	624
764	2025	622
765	2027	619
766	2029	616
767	2031	613
768	2033	610
769	2036	608
770	2039	605
771	2042	603
772	2044	600
773	2047	597
774	2049	595
775	2052	592
776	2054	589
777	2057	587
778	2059	584
779	2062	581
780	2064	578
781	2067	576
782	2069	573
783	2072	570
784	2074	568
785	2077	565
786	2079	562
787	2082	560
788	2084	557
789	2087	554
790	2090	552
791	2092	549
792	2094	546
793	2098	544
794	2101	541
795	2103	539
796	2105	536
797	2108	533
798	2110	530
799	2112	528
800	2115	525
801	2117	522
802	2120	520
803	2123	517
804	2125	514
805	2128	512
806	2130	509
807	2133	506
808	2136	504
809	2138	501
810	2141	499
811	2144	496
812	2146	493
813	2149	491
814	2151	488
815	2154	485
816	2157	483
817	2160	480
818	2162	477
819	2165	475
820	2168	472
821	2170	470
822	2173	467
823	2175	464
824	2178	462
825	2180	459
826	2183	456
827	2186	454
828	2190	451
829	2192	449
830	2195	446
831	2198	443
832	2200	441
833	2203	438
834	2205	435
835	2207	433
836	2210	430
837	2213	427
838	2215	425
839	2218	422
840	2221	420
841	2224	417
842	2226	414
843	2229	412
844	2232	409
845	2235	406
846	2237	404
847	2240	401
848	2243	398
849	2245	396
850	2248	393
851	2251	391
852	2254	388
853	2257	385
854	2260	383
855	2263	380
856	2265	378
857	2268	375
858	2270	372
859	2273	370
860	2275	367
861	2277	364
862	2280	362
863	2283	359
864	2285	356
865	2288	354
866	2290	351
867	2293	348
868	2295	346
869	2298	343
870	2301	340
871	2304	338
872	2306	335
873	2309	332
874	2311	330
875	2313	327
876	2316	324
877	2319	322
878	2322	319
879	2325	317
880	2327	314
881	2330	311
882	2333	309
883	2335	306
884	2338	303
885	2341	301
886	2343	298
887	2346	295
888	2348	293
889	2350	290
890	2353	287
891	2356	285
892	2358	282
893	2361	279
894	2363	277
895	2366	274
896	2369	272
897	2372	269
898	2374	266
899	2377	264
900	2380	261
901	2382	258
902	2385	256
903	2387	253
904	2390	250
905	2393	248
906	2395	245
907	2398	242
908	2400	240
909	2403	237
910	2405	235
911	2408	232
912	2411	229
913	2413	227
914	2415	224
915	2418	221
916	2421	219
917	2423	216
918	2426	213
919	2428	211
920	2431	208
921	2433	205
922	2436	203
923	2439	200
924	2441	197
925	2444	195
926	2446	192
927	2449	190
928	2452	187
929	2454	184
930	2457	182
931	2459	179
932	2461	176
933	2464	174
934	2466	171
935	2469	168
936	2471	166
937	2474	163
938	2477	160
939	2480	158
940	2482	155
941	2485	153
942	2488	150
943	2490	147
944	2493	145
945	2495	142
946	2498	139
947	2500	137
948	2503	134
949	2506	131
950	2509	129
951	2512	126
952	2515	124
953	2517	121
954	2520	118
955	2523	116
956	2525	113
957	2528	110
958	2531	108
959	2533	105
960	2536	102
961	2538	100
962	2541	97
963	2543	94
964	2546	92
965	2548	89
966	2551	87
967	2553	84
968	2556	81
969	2558	79
970	2561	76
971	2563	73
972	2566	71
973	2568	68
974	2571	65
975	2574	63
976	2577	60
977	2580	58
978	2582	55
979	2585	52
980	2587	50
981	2590	47
982	2593	44
983	2596	42
984	2598	39
985	2601	36
986	2604	34
987	2606	31
988	2609	29
989	2611	26
990	2615	23
991	2617	21
992	2620	18
993	2622	15
994	2625	13
995	2627	10
996	2631	7
997	2633	5
998	2636	2
999	2638	0
