iter	RMSE
251	3937.567193
252	3934.660001
253	3931.206556
254	3930.600866
255	3926.328787
256	3925.53058
257	3924.319311
258	3922.470826
259	3921.783563
260	3920.986971
261	3918.47331
262	3915.820863
263	3912.485963
264	3911.533466
265	3909.507505
266	3906.186587
267	3904.7301
268	3903.077015
269	3902.957401
270	3901.693022
271	3899.566598
272	3897.453048
273	3894.200668
274	3892.241695
275	3888.482136
276	3887.394879
277	3886.308371
278	3883.845069
279	3883.114995
280	3881.122347
281	3879.937301
282	3879.196878
283	3878.046204
284	3872.606232
285	3871.042139
286	3867.464198
287	3865.662846
288	3864.394892
289	3863.305448
290	3862.600293
291	3860.689358
292	3857.368666
293	3857.194566
294	3854.579969
295	3851.690867
296	3849.869371
297	3845.245904
298	3844.578401
299	3843.886898
300	3843.238478
301	3842.096598
302	3839.96104
303	3838.505476
304	3837.72152
305	3836.734826
306	3835.026029
307	3833.519742
308	3832.414128
309	3832.288591
310	3829.733579
311	3826.613782
312	3824.186029
313	3823.48374
314	3820.473378
315	3820.314432
316	3818.829553
317	3816.900098
318	3814.809339
319	3812.603417
320	3812.000623
321	3811.444773
322	3809.563339
323	3804.695861
324	3802.862113
325	3801.788495
326	3801.219069
327	3799.118629
328	3796.476968
329	3795.209063
330	3791.651799
331	3789.074304
332	3788.25378
333	3785.333622
334	3784.784236
335	3783.541953
336	3782.621202
337	3781.75829
338	3781.228905
339	3777.906371
340	3776.161092
341	3775.158879
342	3774.444465
343	3773.22663
344	3772.671346
345	3770.267056
346	3768.033101
347	3767.083188
348	3766.083572
349	3764.627311
350	3759.744906
351	3759.20068
352	3755.708406
353	3752.875735
354	3750.24612
355	3749.060249
356	3746.397971
357	3743.826183
358	3742.359331
359	3741.70649
360	3741.229636
361	3740.765411
362	3740.013015
363	3737.387432
364	3736.83379
365	3735.424795
366	3734.995072
367	3731.769801
368	3729.220408
369	3727.786266
370	3725.373411
371	3724.245563
372	3719.721974
373	3715.849416
374	3714.963785
375	3713.793527
376	3712.97334
377	3711.288241
378	3710.876715
379	3707.342474
380	3706.31409
381	3702.440407
382	3698.096288
383	3696.934179
384	3695.531664
385	3694.466427
386	3692.055887
387	3691.357723
388	3688.389113
389	3685.221066
390	3683.077866
391	3682.118434
392	3681.5127
393	3677.841073
394	3674.2429
395	3673.807466
396	3669.964717
397	3666.491157
398	3663.480914
399	3661.400162
400	3660.87223
401	3660.227037
402	3659.810695
403	3655.901963
404	3652.737452
405	3650.085547
406	3648.918733
407	3648.133654
408	3647.0447
409	3645.90341
410	3645.222128
411	3643.324884
412	3642.399884
413	3641.294711
414	3639.013712
415	3637.746923
416	3636.983784
417	3634.621431
418	3632.1008
419	3630.151413
420	3629.74173
421	3627.91405
422	3626.313251
423	3624.184446
424	3623.429833
425	3621.793408
426	3620.304628
427	3618.222568
428	3616.437697
429	3614.48009
430	3612.844284
431	3612.103311
432	3610.082846
433	3607.038096
434	3604.296519
435	3602.378204
436	3600.777947
437	3599.234286
438	3597.433276
439	3595.8009
440	3594.716894
441	3593.652922
442	3590.401375
443	3589.744068
444	3587.514998
445	3587.028365
446	3585.474539
447	3582.882988
448	3579.343114
449	3578.246327
450	3576.328998
451	3575.617142
452	3574.322282
453	3572.87876
454	3570.789482
455	3567.429955
456	3566.205352
457	3565.168517
458	3563.227065
459	3562.190218
460	3560.665254
461	3559.178614
462	3555.277805
463	3553.962981
464	3552.217867
465	3551.222285
466	3547.45623
467	3546.47001
468	3545.880968
469	3544.505173
470	3543.234752
471	3542.598791
472	3542.127143
473	3540.179389
474	3538.860826
475	3537.700727
476	3536.140796
477	3534.52245
478	3533.15551
479	3532.105515
480	3529.82633
481	3528.396504
482	3527.442296
483	3524.828524
484	3524.256865
485	3521.486097
486	3519.939678
487	3518.568993
488	3517.569194
489	3516.231396
490	3515.855803
491	3514.9375
492	3511.238454
493	3510.520065
494	3507.968409
495	3507.791994
496	3505.734634
497	3504.828391
498	3503.969039
499	3502.188673
500	3501.90633
501	3499.204499
502	3497.267478
503	3495.675322
504	3493.728246
505	3493.216098
506	3491.435191
507	3489.980827
508	3487.000392
509	3486.798194
510	3485.911638
511	3484.764716
512	3483.371258
513	3482.986328
514	3481.810769
515	3478.391975
516	3475.862798
517	3474.638028
518	3473.533078
519	3472.239327
520	3471.094025
521	3469.28183
522	3467.707015
523	3466.018029
524	3465.159285
525	3462.775355
526	3462.325461
527	3461.839764
528	3461.177589
529	3459.26445
530	3458.464326
531	3457.560057
532	3456.927175
533	3455.326278
534	3454.534496
535	3453.406953
536	3450.548141
537	3449.026628
538	3446.633357
539	3444.995266
540	3443.767964
541	3443.576705
542	3440.495013
543	3439.848239
544	3438.216574
545	3437.403546
546	3435.500631
547	3433.627708
548	3432.536769
549	3429.341718
550	3428.645264
551	3426.135455
552	3424.361145
553	3423.683674
554	3422.206237
555	3420.749906
556	3419.893874
557	3419.707993
558	3419.525746
559	3419.404634
560	3417.880776
561	3416.52986
562	3415.336786
563	3414.164623
564	3412.109681
565	3411.937617
566	3409.945107
567	3407.3441
568	3406.491142
569	3404.757235
570	3402.952848
571	3400.717787
572	3400.424525
573	3399.688364
574	3399.019671
575	3398.225165
576	3397.792563
577	3396.298949
578	3394.962223
579	3393.906584
580	3393.145249
581	3392.477009
582	3391.489119
583	3388.900383
584	3387.219977
585	3386.040225
586	3384.979475
587	3383.526955
588	3382.42875
589	3381.313692
590	3378.684691
591	3378.370357
592	3375.638058
593	3372.957266
594	3370.797728
595	3370.156945
596	3367.858309
597	3364.876452
598	3364.143063
599	3363.328306
600	3363.197484
601	3362.857
602	3362.177822
603	3360.886586
604	3359.896405
605	3359.255392
606	3356.765822
607	3356.623482
608	3353.430065
609	3353.113398
610	3351.675337
611	3348.723585
612	3347.938464
613	3346.862714
614	3344.19921
615	3342.690872
616	3340.678216
617	3339.952344
618	3339.012968
619	3338.335814
620	3337.198462
621	3336.280895
622	3335.698155
623	3335.067458
624	3334.387413
625	3333.498738
626	3332.786868
627	3332.185567
628	3331.441765
629	3329.850914
630	3327.817622
631	3324.400521
632	3322.238131
633	3321.061691
634	3318.8393
635	3318.258765
636	3315.796176
637	3314.732646
638	3311.729886
639	3310.595475
640	3309.969802
641	3309.284176
642	3308.170191
643	3305.926257
644	3305.73227
645	3304.402498
646	3302.387884
647	3301.715388
648	3299.541913
649	3298.251266
650	3295.963497
651	3294.312862
652	3293.755985
653	3291.755619
654	3289.579641
655	3288.81295
656	3287.815516
657	3286.277734
658	3284.027603
659	3280.472644
660	3279.747186
661	3278.392181
662	3277.760982
663	3275.224201
664	3273.617064
665	3271.336175
666	3269.16596
667	3266.918113
668	3266.176164
669	3265.209772
670	3263.975236
671	3262.575662
672	3261.026364
673	3259.388541
674	3256.852445
675	3255.759648
676	3253.939425
677	3252.788025
678	3252.131805
679	3251.736337
680	3250.629523
681	3249.144434
682	3247.090386
683	3244.305197
684	3242.857534
685	3240.760469
686	3240.186813
687	3239.224425
688	3238.702682
689	3238.04845
690	3236.421582
691	3235.937525
692	3235.219078
693	3234.497804
694	3233.497021
695	3232.561615
696	3228.842862
697	3226.271366
698	3225.219739
699	3221.650968
700	3220.747869
701	3217.824446
702	3216.410866
703	3215.179666
704	3212.962005
705	3210.302898
706	3208.687346
707	3207.790366
708	3206.092402
709	3205.478962
710	3202.750612
711	3201.51265
712	3200.359017
713	3198.762458
714	3197.506134
715	3196.090813
716	3194.922594
717	3193.624337
718	3193.034306
719	3192.376275
720	3190.937589
721	3188.948641
722	3187.820281
723	3187.201613
724	3185.841152
725	3183.597421
726	3182.650581
727	3180.175161
728	3178.311127
729	3177.791293
730	3176.896479
731	3175.610291
732	3174.787979
733	3174.279057
734	3173.538803
735	3172.791419
736	3170.418714
737	3168.52196
738	3166.719085
739	3165.443229
740	3164.794477
741	3163.0758
742	3161.231458
743	3160.21228
744	3159.159373
745	3158.675701
746	3157.810134
747	3154.506356
748	3152.444325
749	3150.904554
750	3149.12157
751	3147.382578
752	3146.296628
753	3145.418757
754	3143.700362
755	3141.440561
756	3140.239791
757	3139.2997
758	3138.733122
759	3137.279761
760	3136.504009
761	3135.862545
762	3135.126101
763	3133.486994
764	3131.541883
765	3130.33626
766	3129.01274
767	3127.210433
768	3125.76856
769	3125.001025
770	3123.428791
771	3121.145728
772	3120.559822
773	3119.792275
774	3118.731601
775	3118.018253
776	3117.388422
777	3115.82924
778	3114.651919
779	3113.842242
780	3112.869905
781	3109.748977
782	3108.72678
783	3108.036599
784	3107.416702
785	3106.751335
786	3105.578154
787	3103.646768
788	3100.435214
789	3099.744181
790	3099.037567
791	3098.430517
792	3097.34194
793	3096.65967
794	3095.804625
795	3095.072041
796	3094.404542
797	3093.88835
798	3093.237941
799	3090.683107
800	3090.1455
801	3088.688766
802	3087.922914
803	3087.409704
804	3086.212103
805	3085.22704
806	3084.26604
807	3083.3681
808	3080.229629
809	3079.391542
810	3079.14696
811	3076.390499
812	3075.499491
813	3074.324443
814	3072.575171
815	3071.433572
816	3068.755514
817	3066.861608
818	3065.446486
819	3064.467421
820	3063.834523
821	3061.465629
822	3060.565463
823	3058.370878
824	3057.480375
825	3056.077586
826	3053.511757
827	3052.968801
828	3050.240756
829	3048.873882
830	3048.351879
831	3047.720783
832	3046.583544
833	3043.601392
834	3042.488271
835	3041.253983
836	3040.180192
837	3039.619947
838	3038.601767
839	3038.008026
840	3036.730031
841	3033.910869
842	3033.329098
843	3030.522158
844	3029.952352
845	3028.900952
846	3028.155766
847	3027.403702
848	3026.060152
849	3023.227887
850	3020.045957
851	3019.125118
852	3018.560856
853	3018.060088
854	3015.556461
855	3013.939593
856	3012.961815
857	3010.364453
858	3008.996978
859	3008.015255
860	3006.678389
861	3004.331962
862	3002.184129
863	3001.043264
864	2999.917747
865	2999.384775
866	2998.596431
867	2997.334934
868	2995.637789
869	2994.607775
870	2993.128487
871	2992.317209
872	2991.792725
873	2991.278911
874	2989.861958
875	2987.214349
876	2986.315627
877	2985.810582
878	2985.319386
879	2982.824183
880	2982.430157
881	2980.550345
882	2977.327724
883	2976.444388
884	2975.440725
885	2974.804679
886	2973.465049
887	2972.281933
888	2971.014382
889	2970.196174
890	2969.064562
891	2967.994696
892	2966.240243
893	2965.379635
894	2964.752822
895	2964.253754
896	2963.76486
897	2963.15258
898	2962.582475
899	2961.511651
900	2959.092625
901	2957.482559
902	2955.406284
903	2953.302961
904	2952.471784
905	2951.960018
906	2950.398169
907	2947.981023
908	2947.500096
909	2946.718718
910	2946.081251
911	2945.153864
912	2944.417723
913	2943.509603
914	2942.360405
915	2941.888559
916	2940.466855
917	2938.316358
918	2937.315628
919	2935.78127
920	2934.803071
921	2933.447973
922	2932.985391
923	2932.149139
924	2931.332501
925	2930.981607
926	2930.226253
927	2928.45745
928	2928.077291
929	2926.607515
930	2925.651458
931	2925.014396
932	2923.70472
933	2922.430583
934	2921.219775
935	2920.629646
936	2919.555129
937	2918.763101
938	2917.778876
939	2917.028091
940	2915.827823
941	2913.936944
942	2911.955027
943	2910.132196
944	2907.852083
945	2906.668319
946	2905.933636
947	2904.880697
948	2903.650949
949	2902.929172
950	2902.110151
951	2901.394749
952	2900.798736
953	2900.347356
954	2898.918111
955	2898.053757
956	2897.875237
957	2896.771592
958	2895.820249
959	2894.138204
960	2892.240819
961	2891.709535
962	2889.746506
963	2888.106584
964	2886.368568
965	2885.514798
966	2883.783565
967	2880.838067
968	2879.922645
969	2879.158707
970	2878.400136
971	2876.957047
972	2876.520346
973	2874.580568
974	2873.873274
975	2872.1332
976	2870.949302
977	2869.931627
978	2869.501765
979	2868.565499
980	2867.647469
981	2865.782358
982	2863.978008
983	2863.449402
984	2861.453127
985	2860.759561
986	2858.764776
987	2857.747846
988	2856.412703
989	2854.276056
990	2853.336274
991	2852.680272
992	2851.485812
993	2851.082224
994	2849.40735
995	2847.976237
996	2846.588826
997	2845.43008
998	2844.641057
999	2842.88332
