iter	Logloss
151	0.3989832153
152	0.3984892373
153	0.398213905
154	0.3977583968
155	0.3971827064
156	0.3967389049
157	0.3964848671
158	0.3960222106
159	0.3954696763
160	0.3950923766
161	0.3946730892
162	0.3943307207
163	0.393866006
164	0.3936665597
165	0.3933535959
166	0.3931020944
167	0.3926609116
168	0.3921670575
169	0.3917803022
170	0.3915119648
171	0.3911347896
172	0.3907297767
173	0.3902855576
174	0.3898923364
175	0.3898052755
176	0.389701113
177	0.3893954004
178	0.3892034102
179	0.3888507362
180	0.3883635822
181	0.3880069634
182	0.3877045648
183	0.3873346911
184	0.3869859421
185	0.3865911884
186	0.3861939976
187	0.3859193707
188	0.3855863058
189	0.3852765995
190	0.3849494468
191	0.3846752823
192	0.3845099966
193	0.3842564249
194	0.3838466156
195	0.3835641329
196	0.3832805822
197	0.3831023378
198	0.3825380562
199	0.3822611824
200	0.3819364892
201	0.3815331436
202	0.3813748744
203	0.381020189
204	0.3807082352
205	0.3805663134
206	0.3801418342
207	0.3798549846
208	0.3795172633
209	0.3794739948
210	0.3790196918
211	0.3788280113
212	0.3784657291
213	0.3781706487
214	0.3779596219
215	0.3778240841
216	0.3775858189
217	0.3773873385
218	0.3771999412
219	0.3770346364
220	0.3770100316
221	0.3766347775
222	0.3764135801
223	0.3763690945
224	0.3761455439
225	0.3758153582
226	0.3755814709
227	0.375237518
228	0.3749015509
229	0.3746619037
230	0.3744532813
231	0.3741178849
232	0.374020006
233	0.3737087112
234	0.3734672931
235	0.3730301331
236	0.3727053535
237	0.3725573797
238	0.3723265154
239	0.3720046354
240	0.3719872027
241	0.37173218
242	0.3714389339
243	0.3713584651
244	0.3711771249
245	0.3708542058
246	0.3705575412
247	0.3704803938
248	0.3702513644
249	0.370084955
250	0.3698398174
251	0.3696244521
252	0.3694228627
253	0.3692769393
254	0.3690609437
255	0.368738493
256	0.3686344565
257	0.3683602044
258	0.3680498318
259	0.3678962996
260	0.367537498
261	0.3672723256
262	0.3671677177
263	0.3670749876
264	0.3668990234
265	0.3667576869
266	0.3666145889
267	0.3661283584
268	0.365829101
269	0.3658192138
270	0.3655603622
271	0.3653814138
272	0.3652279398
273	0.3650247574
274	0.3647608141
275	0.364583709
276	0.3642116312
277	0.3640706603
278	0.3638831257
279	0.3636225918
280	0.3635946337
281	0.3634993788
282	0.3633444225
283	0.3630290521
284	0.3627731669
285	0.3624005961
286	0.3622068445
287	0.3620191399
288	0.3618319767
289	0.3616476754
290	0.3615144106
291	0.3611737361
292	0.3610233696
293	0.3608119993
294	0.3605418063
295	0.3603630558
296	0.360199193
297	0.3599986008
298	0.359879557
299	0.3596423814
300	0.3594932877
301	0.3592960186
302	0.3590945913
303	0.3589813511
304	0.3587003075
305	0.3583598063
306	0.3583309767
307	0.3581818698
308	0.3581183524
309	0.3579049725
310	0.3577984841
311	0.3576266614
312	0.3574284627
313	0.3573264704
314	0.3572751847
315	0.3571244822
316	0.3570345972
317	0.3567899811
318	0.356663572
319	0.3565273292
320	0.3563456361
321	0.3561509871
322	0.356047779
323	0.3558383018
324	0.3555549128
325	0.355411064
326	0.355318714
327	0.355114662
328	0.3549747829
329	0.3548498907
330	0.3547224904
331	0.3546281673
332	0.3543933891
333	0.3543264751
334	0.3542087646
335	0.3541070635
336	0.3539902182
337	0.3539122691
338	0.3537681178
339	0.3535989183
340	0.3533962709
341	0.3532686539
342	0.3531440536
343	0.3530620041
344	0.3529284287
345	0.3527396168
346	0.3525096074
347	0.3523237015
348	0.3521404472
349	0.3520590337
350	0.3519521138
351	0.3517908396
352	0.3516091033
353	0.3514632195
354	0.3513364617
355	0.3511325375
356	0.3511142199
357	0.3510484991
358	0.3509634442
359	0.3508174296
360	0.350557816
361	0.350441714
362	0.3502455477
363	0.3500105744
364	0.3497394169
365	0.3495436868
366	0.3494577686
367	0.3492675939
368	0.3491501826
369	0.3490822516
370	0.3488310229
371	0.3486978533
372	0.3485477615
373	0.348400576
374	0.3482678619
375	0.3482326537
376	0.348032544
377	0.3479371819
378	0.3478330194
379	0.3477770171
380	0.3476216639
381	0.3474931204
382	0.347406539
383	0.3473000281
384	0.3472143868
385	0.3469183821
386	0.346833828
387	0.3468038078
388	0.3465135866
389	0.3464038513
390	0.3462029491
391	0.3460512216
392	0.3459532886
393	0.345931831
394	0.3457279335
395	0.3456342379
396	0.3455172132
397	0.3454683424
398	0.3454401318
399	0.3453456675
400	0.344998891
401	0.3449166516
402	0.3448461409
403	0.3447648247
404	0.3446596905
405	0.3445248126
406	0.34435297
407	0.3443358129
408	0.3442406578
409	0.3442221855
410	0.3440806103
411	0.3439514692
412	0.3439475248
413	0.3438319893
414	0.3435398115
415	0.3431586558
416	0.3430925102
417	0.3427895686
418	0.3426695922
419	0.3425150839
420	0.3423051089
421	0.342184098
422	0.3420639746
423	0.3419113393
424	0.341690544
425	0.3416082511
426	0.3415287439
427	0.3414396526
428	0.3413550804
429	0.3412847651
430	0.341169055
431	0.3410881925
432	0.3408884501
433	0.3407661651
434	0.3406567222
435	0.3403441458
436	0.3402107185
437	0.3401433246
438	0.3400331341
439	0.3399223799
440	0.3398115688
441	0.3396465347
442	0.3394653463
443	0.3392176402
444	0.3389490493
445	0.3388131501
446	0.3386139396
447	0.3384910797
448	0.3384535036
449	0.3382528127
450	0.3381868551
451	0.3381275746
452	0.3380875197
453	0.3379911138
454	0.3378370272
455	0.3377403152
456	0.337632216
457	0.3375928229
458	0.3373693648
459	0.3373223248
460	0.3372675143
461	0.3371870751
462	0.337095601
463	0.3369264552
464	0.3367924782
465	0.3366032561
466	0.3365821799
467	0.3364601116
468	0.3363537344
469	0.3361998701
470	0.336063019
471	0.3359442116
472	0.3358911889
473	0.3357671781
474	0.3356306779
475	0.3355508448
476	0.3353382621
477	0.3352430186
478	0.335095178
479	0.3350454282
480	0.3349580425
481	0.3346856832
482	0.3346066327
483	0.3345749361
484	0.3344450233
485	0.334288888
486	0.3341808439
487	0.334096551
488	0.3340087328
489	0.3338432173
490	0.33369385
491	0.3335542721
492	0.3334020007
493	0.3333616841
494	0.3333113619
495	0.3331186475
496	0.3330215465
497	0.3329214908
498	0.3327774626
499	0.3326422866
500	0.3325535545
501	0.3324701667
502	0.3323272358
503	0.3322513869
504	0.3321308754
505	0.3319583707
506	0.3318094824
507	0.3317563322
508	0.3316933719
509	0.3316222254
510	0.3313875149
511	0.3313160508
512	0.3312793679
513	0.3311780933
514	0.3310516973
515	0.3309477101
516	0.3309137641
517	0.330644387
518	0.3304753057
519	0.3303983826
520	0.3303215529
521	0.3302693608
522	0.3300817366
523	0.3299937203
524	0.3298088029
525	0.3296780703
526	0.3295645543
527	0.3294120643
528	0.3292950102
529	0.329225597
530	0.3291432875
531	0.3289988842
532	0.3289780643
533	0.3289253743
534	0.3288631724
535	0.3286934218
536	0.3285431939
537	0.3284308593
538	0.3283465853
539	0.3281963689
540	0.3280821501
541	0.3280287026
542	0.3279121097
543	0.3278691495
544	0.3278091395
545	0.3277109359
546	0.3276236385
547	0.3275635135
548	0.3275049675
549	0.3273473469
550	0.327218843
551	0.3269944127
552	0.3268805258
553	0.3268118157
554	0.3267693195
555	0.3266355128
556	0.3266023923
557	0.3265504768
558	0.3264807651
559	0.3264144058
560	0.3263327302
561	0.3261926997
562	0.3261294517
563	0.3260662948
564	0.3258860117
565	0.32582454
566	0.3256559596
567	0.3255497684
568	0.3254631458
569	0.3253750133
570	0.3253484071
571	0.3252453008
572	0.3251572289
573	0.325103446
574	0.3250229311
575	0.3248877074
576	0.3247625485
577	0.3246460816
578	0.3244334471
579	0.3243811432
580	0.3243517097
581	0.3242214379
582	0.3242071274
583	0.3241880569
584	0.3240747876
585	0.3240347474
586	0.3239916152
587	0.3239613946
588	0.3239348504
589	0.323871154
590	0.3238333177
591	0.3236380456
592	0.3235700182
593	0.3232796727
594	0.3232115637
595	0.3230755735
596	0.3229277636
597	0.3228374322
598	0.3227110761
599	0.3226146828
600	0.3226014248
601	0.3225288106
602	0.3224539378
603	0.3223009454
604	0.3220371106
605	0.3219795373
606	0.3219408163
607	0.3216422597
608	0.3215540486
609	0.3214496854
610	0.3214219665
611	0.3213565202
612	0.3210626638
613	0.3209760557
614	0.320899567
615	0.3207588882
616	0.3206328419
617	0.3205789059
618	0.3205061983
619	0.3203869543
620	0.3203049135
621	0.3200776037
622	0.3200612769
623	0.3200459117
624	0.3199823568
625	0.3198648261
626	0.3198164892
627	0.319763397
628	0.3196944604
629	0.3196139463
630	0.3195480033
631	0.3194401008
632	0.3193391589
633	0.3192787991
634	0.319194565
635	0.3191380467
636	0.319060672
637	0.3187669179
638	0.3187001481
639	0.3184753915
640	0.318424967
641	0.3183319999
642	0.3181657425
643	0.3180935948
644	0.317947185
645	0.3177235485
646	0.3176939784
647	0.3176006711
648	0.3174840942
649	0.3173867298
650	0.317351696
651	0.3172522864
652	0.3171112314
653	0.3170899701
654	0.3170069837
655	0.3169350001
656	0.316861241
657	0.3166664703
658	0.3165950776
659	0.316478424
660	0.3163381736
661	0.3162705997
662	0.3161677853
663	0.3159971636
664	0.3159300747
665	0.3158704785
666	0.3157385502
667	0.3156928937
668	0.3156079899
669	0.3155340695
670	0.3154279229
671	0.3153168188
672	0.315137071
673	0.3151266259
674	0.3149822896
675	0.3149053578
676	0.3148380256
677	0.3147087246
678	0.3146481445
679	0.3144662157
680	0.3143962634
681	0.3143176074
682	0.3142154206
683	0.3140571301
684	0.3139391782
685	0.3137638744
686	0.3136980716
687	0.313548327
688	0.3134018814
689	0.313341529
690	0.3132502897
691	0.3130623218
692	0.3129617687
693	0.3128830292
694	0.312806126
695	0.3127764039
696	0.3126825601
697	0.3124083641
698	0.3123416997
699	0.3120523763
700	0.3118427008
701	0.3115758623
702	0.3114055801
703	0.3112477744
704	0.3111083939
705	0.31090702
706	0.310765472
707	0.3106448831
708	0.3105458672
709	0.3103480122
710	0.3102214162
711	0.3100612734
712	0.3098417438
713	0.3097620745
714	0.3096248065
715	0.3094892625
716	0.3093634134
717	0.3092598641
718	0.3091205793
719	0.3090297683
720	0.3088900463
721	0.3087751805
722	0.3086295788
723	0.3086229006
724	0.3085754171
725	0.3083750401
726	0.3081569015
727	0.3080671781
728	0.3079633743
729	0.3078384822
730	0.307655044
731	0.307608028
732	0.3074812627
733	0.3073854231
734	0.3072907174
735	0.3071398575
736	0.3070749685
737	0.3069334162
738	0.3068382834
739	0.3067068802
740	0.3066547627
741	0.3066212933
742	0.3064529964
743	0.3063289495
744	0.30626754
745	0.3061730855
746	0.3061063366
747	0.3060202658
748	0.3057312881
749	0.3056257961
750	0.3055611694
751	0.3054974548
752	0.3053960813
753	0.3053111523
754	0.3052458426
755	0.3051650248
756	0.3050513541
757	0.3049174399
758	0.3048588603
759	0.3047858866
760	0.3047311234
761	0.3045093153
762	0.3043393114
763	0.3042532932
764	0.3041948131
765	0.3041269677
766	0.3040831987
767	0.3039509332
768	0.3038735071
769	0.3037945717
770	0.3037411581
771	0.3036778356
772	0.3036128828
773	0.3035585171
774	0.3035153136
775	0.3033368239
776	0.3032859499
777	0.30312815
778	0.3030463846
779	0.3027786238
780	0.3025942108
781	0.3025159964
782	0.3023594146
783	0.3023035796
784	0.3021507517
785	0.301949788
786	0.3018411059
787	0.3018086515
788	0.3017746013
789	0.3017363378
790	0.3016545337
791	0.3015315275
792	0.3014292959
793	0.3013510599
794	0.3012103279
795	0.3010040116
796	0.3008945112
797	0.3008186768
798	0.3007799697
799	0.3007026304
800	0.3006669715
801	0.3006376913
802	0.3004142401
803	0.3003172525
804	0.3001336749
805	0.2999396777
806	0.2997742457
807	0.2997217247
808	0.299622197
809	0.2993911277
810	0.2993282129
811	0.2991178729
812	0.2989207075
813	0.2988477599
814	0.298609951
815	0.2985675692
816	0.2984592938
817	0.2983049319
818	0.2981286127
819	0.2980537369
820	0.2979393894
821	0.2978463947
822	0.2977565587
823	0.2977197279
824	0.2975690405
825	0.2973847196
826	0.2973053215
827	0.2972694501
828	0.2971015199
829	0.2969103346
830	0.2967277427
831	0.2966766577
832	0.2965862382
833	0.2965189659
834	0.2964120407
835	0.2963230024
836	0.2961347009
837	0.2960311109
838	0.2959095395
839	0.2958035982
840	0.2955920045
841	0.2954793246
842	0.2954352989
843	0.2953753895
844	0.2952982416
845	0.295214092
846	0.2951652889
847	0.295115397
848	0.2950491471
849	0.2950208349
850	0.2947633524
851	0.2946237145
852	0.2945772429
853	0.2945242497
854	0.2944364818
855	0.2942999059
856	0.294239809
857	0.2939432273
858	0.2938706066
859	0.2937959528
860	0.2936598339
861	0.2935895998
862	0.2934393792
863	0.2933557354
864	0.2932087707
865	0.2931138611
866	0.2929919589
867	0.2929221122
868	0.2928373971
869	0.2927799911
870	0.2927054193
871	0.2926649116
872	0.2924803803
873	0.2921662612
874	0.2920078471
875	0.2919311547
876	0.2918999656
877	0.2918342453
878	0.2916662298
879	0.2915747573
880	0.2913449723
881	0.2912657285
882	0.2911369348
883	0.2910796114
884	0.2910281965
885	0.290948554
886	0.2908907199
887	0.2907591662
888	0.2906277209
889	0.2905788793
890	0.2904758239
891	0.2903956959
892	0.2903196605
893	0.2902517381
894	0.2901204412
895	0.2900474926
896	0.2900041392
897	0.2899613864
898	0.2896797929
899	0.289489828
900	0.2892859588
901	0.2892202589
902	0.2891531497
903	0.2890615079
904	0.2888948234
905	0.2888077764
906	0.2887322648
907	0.2885954208
908	0.2885310106
909	0.2883593415
910	0.2881643829
911	0.288092051
912	0.288036786
913	0.2879728289
914	0.2879210292
915	0.2878226796
916	0.2877686127
917	0.2875182089
918	0.287479234
919	0.2873964938
920	0.2873333424
921	0.2872941083
922	0.2872086323
923	0.2871431046
924	0.2870702878
925	0.2869965556
926	0.2869233868
927	0.2868708844
928	0.2867446915
929	0.2866031589
930	0.2865203235
931	0.2863831447
932	0.2862452881
933	0.2861098073
934	0.2860370168
935	0.2859791322
936	0.2859109718
937	0.2858122066
938	0.2857578149
939	0.2856504887
940	0.285536576
941	0.2854059794
942	0.2853417992
943	0.2852050684
944	0.2851292058
945	0.2850457012
946	0.2850199947
947	0.2850073775
948	0.2849580998
949	0.2849010366
950	0.2848031153
951	0.2845497418
952	0.28430705
953	0.2841359278
954	0.2840912404
955	0.2839550831
956	0.2839076687
957	0.283804985
958	0.2836786466
959	0.2836221354
960	0.2835024543
961	0.2833879066
962	0.2832910097
963	0.2832271219
964	0.2831165386
965	0.2830452249
966	0.2828852618
967	0.2828228255
968	0.2827740906
969	0.2827240321
970	0.2826490829
971	0.2825924002
972	0.282470882
973	0.2823051728
974	0.2822443238
975	0.2821116975
976	0.2820412181
977	0.28189693
978	0.2818413601
979	0.2817161703
980	0.2815019874
981	0.2814424814
982	0.2813902544
983	0.2812886198
984	0.2812187797
985	0.2811799723
986	0.2811310135
987	0.2810512211
988	0.2808519226
989	0.2808007294
990	0.2807459895
991	0.2806296061
992	0.2805897617
993	0.2804825869
994	0.2804201399
995	0.2801393621
996	0.280083457
997	0.2799272974
998	0.2798660078
999	0.2798235619
